"TIME","GEO","INDIC_ED","UNIT","Value"
"2004","Cyprus","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","3.08"
"2004","Cyprus","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.49"
"2004","Cyprus","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.34"
"2004","Cyprus","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.92"
"2004","Cyprus","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.85"
"2004","Cyprus","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","15.96"
"2004","Cyprus","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","13.97"
"2004","Cyprus","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","1.99"
"2004","Cyprus","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","1.18"
"2004","Cyprus","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","7.08"
"2004","Latvia","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.12"
"2004","Latvia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.83"
"2004","Latvia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.93"
"2004","Latvia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.69"
"2004","Latvia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.66"
"2004","Latvia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","4.74"
"2004","Latvia","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.38"
"2004","Latvia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","14.25"
"2004","Latvia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","13.19"
"2004","Latvia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","1.06"
"2004","Latvia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.82"
"2004","Latvia","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.23"
"2004","Lithuania","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.17"
"2004","Lithuania","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.74"
"2004","Lithuania","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.71"
"2004","Lithuania","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.06"
"2004","Lithuania","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.66"
"2004","Lithuania","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","4.77"
"2004","Lithuania","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.40"
"2004","Lithuania","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","15.20"
"2004","Lithuania","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","14.03"
"2004","Lithuania","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","1.18"
"2004","Lithuania","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.47"
"2004","Lithuania","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.27"
"2004","Luxembourg","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","3.87"
"2004","Luxembourg","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","2.12"
"2004","Luxembourg","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.75"
"2004","Luxembourg","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":"
"2004","Luxembourg","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":"
"2004","Luxembourg","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","3.78"
"2004","Luxembourg","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.09"
"2004","Luxembourg","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","9.09"
"2004","Luxembourg","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","8.89"
"2004","Luxembourg","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.20"
"2004","Luxembourg","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage",":"
"2004","Luxembourg","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","4.43"
"2004","Hungary","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.44"
"2004","Hungary","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.03"
"2004","Hungary","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.46"
"2004","Hungary","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.02"
"2004","Hungary","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.93"
"2004","Hungary","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.06"
"2004","Hungary","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.38"
"2004","Hungary","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","11.09"
"2004","Hungary","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","10.32"
"2004","Hungary","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.77"
"2004","Hungary","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.52"
"2004","Hungary","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.74"
"2004","Malta","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.66"
"2004","Malta","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.98"
"2004","Malta","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.86"
"2004","Malta","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.51"
"2004","Malta","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","1.31"
"2004","Malta","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","4.64"
"2004","Malta","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.03"
"2004","Malta","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","10.70"
"2004","Malta","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","10.63"
"2004","Malta","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.06"
"2004","Malta","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.43"
"2004","Malta","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","4.72"
"2004","Netherlands","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.50"
"2004","Netherlands","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.44"
"2004","Netherlands","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.17"
"2004","Netherlands","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.47"
"2004","Netherlands","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.42"
"2004","Netherlands","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","4.80"
"2004","Netherlands","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.70"
"2004","Netherlands","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","11.94"
"2004","Netherlands","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","10.42"
"2004","Netherlands","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","1.52"
"2004","Netherlands","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.95"
"2004","Netherlands","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.36"
"2004","Austria","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.48"
"2004","Austria","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.04"
"2004","Austria","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.61"
"2004","Austria","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.43"
"2004","Austria","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.40"
"2004","Austria","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.07"
"2004","Austria","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.41"
"2004","Austria","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","10.18"
"2004","Austria","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","9.43"
"2004","Austria","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.76"
"2004","Austria","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.39"
"2004","Austria","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.52"
"2004","Poland","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.41"
"2004","Poland","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.70"
"2004","Poland","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.01"
"2004","Poland","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.15"
"2004","Poland","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.55"
"2004","Poland","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.36"
"2004","Poland","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.05"
"2004","Poland","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","12.68"
"2004","Poland","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","12.58"
"2004","Poland","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.11"
"2004","Poland","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.59"
"2004","Poland","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.56"
"2004","Portugal","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.10"
"2004","Portugal","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.61"
"2004","Portugal","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.12"
"2004","Portugal","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.80"
"2004","Portugal","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.57"
"2004","Portugal","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.00"
"2004","Portugal","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.10"
"2004","Portugal","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","11.23"
"2004","Portugal","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","11.02"
"2004","Portugal","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.21"
"2004","Portugal","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.13"
"2004","Portugal","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.16"
"2004","Romania","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","3.28"
"2004","Romania","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.20"
"2004","Romania","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","0.73"
"2004","Romania","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.70"
"2004","Romania","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.66"
"2004","Romania","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","3.19"
"2004","Romania","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.08"
"2004","Romania","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","9.77"
"2004","Romania","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","9.52"
"2004","Romania","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.25"
"2004","Romania","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage",":"
"2004","Romania","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","3.42"
"2004","Slovenia","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.74"
"2004","Slovenia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","2.63"
"2004","Slovenia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.34"
"2004","Slovenia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.30"
"2004","Slovenia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.48"
"2004","Slovenia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.21"
"2004","Slovenia","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.53"
"2004","Slovenia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","12.58"
"2004","Slovenia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","11.42"
"2004","Slovenia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","1.16"
"2004","Slovenia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.83"
"2004","Slovenia","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.81"
"2004","Slovakia","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.19"
"2004","Slovakia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.56"
"2004","Slovakia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.11"
"2004","Slovakia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.98"
"2004","Slovakia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.54"
"2004","Slovakia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","3.97"
"2004","Slovakia","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.22"
"2004","Slovakia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","11.13"
"2004","Slovakia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","10.54"
"2004","Slovakia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.59"
"2004","Slovakia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.75"
"2004","Slovakia","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","4.37"
"2004","Finland","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","6.42"
"2004","Finland","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.37"
"2004","Finland","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.63"
"2004","Finland","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.07"
"2004","Finland","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.35"
"2004","Finland","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.94"
"2004","Finland","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.48"
"2004","Finland","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","12.78"
"2004","Finland","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","11.82"
"2004","Finland","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.96"
"2004","Finland","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.13"
"2004","Finland","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","6.37"
"2004","Sweden","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","7.09"
"2004","Sweden","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.91"
"2004","Sweden","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.66"
"2004","Sweden","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.02"
"2004","Sweden","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.50"
"2004","Sweden","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","6.25"
"2004","Sweden","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.84"
"2004","Sweden","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","13.08"
"2004","Sweden","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","11.53"
"2004","Sweden","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","1.55"
"2004","Sweden","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.19"
"2004","Sweden","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","7.09"
"2004","Iceland","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","7.47"
"2004","Iceland","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","2.60"
"2004","Iceland","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.60"
"2004","Iceland","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.39"
"2004","Iceland","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.89"
"2004","Iceland","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","7.11"
"2004","Iceland","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.36"
"2004","Iceland","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","16.98"
"2004","Iceland","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","16.16"
"2004","Iceland","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.82"
"2004","Iceland","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.74"
"2004","Iceland","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","7.79"
"2004","Liechtenstein","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","2.43"
"2004","Liechtenstein","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.71"
"2004","Liechtenstein","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.05"
"2004","Liechtenstein","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.34"
"2004","Liechtenstein","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.34"
"2004","Liechtenstein","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","2.14"
"2004","Liechtenstein","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.29"
"2004","Liechtenstein","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage",":"
"2004","Liechtenstein","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage",":"
"2004","Liechtenstein","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage",":"
"2004","Liechtenstein","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage",":"
"2004","Liechtenstein","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage",":"
"2004","Norway","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","7.42"
"2004","Norway","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.87"
"2004","Norway","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.61"
"2004","Norway","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","2.38"
"2004","Norway","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.56"
"2004","Norway","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","6.05"
"2004","Norway","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","1.38"
"2004","Norway","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","16.45"
"2004","Norway","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","13.40"
"2004","Norway","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","3.05"
"2004","Norway","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.05"
"2004","Norway","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","7.41"
"2004","Switzerland","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.55"
"2004","Switzerland","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.57"
"2004","Switzerland","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.25"
"2004","Switzerland","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.42"
"2004","Switzerland","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.32"
"2004","Switzerland","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.39"
"2004","Switzerland","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.16"
"2004","Switzerland","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","15.47"
"2004","Switzerland","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","15.02"
"2004","Switzerland","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.45"
"2004","Switzerland","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.56"
"2004","Switzerland","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.20"
"2004","United Kingdom","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.12"
"2004","United Kingdom","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.34"
"2004","United Kingdom","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.45"
"2004","United Kingdom","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.99"
"2004","United Kingdom","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.34"
"2004","United Kingdom","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","4.80"
"2004","United Kingdom","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.31"
"2004","United Kingdom","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","12.17"
"2004","United Kingdom","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","11.42"
"2004","United Kingdom","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.75"
"2004","United Kingdom","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.92"
"2004","United Kingdom","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.05"
"2004","North Macedonia","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":"
"2004","North Macedonia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":"
"2004","North Macedonia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":"
"2004","North Macedonia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":"
"2004","North Macedonia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":"
"2004","North Macedonia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage",":"
"2004","North Macedonia","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage",":"
"2004","North Macedonia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage",":"
"2004","North Macedonia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage",":"
"2004","North Macedonia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage",":"
"2004","North Macedonia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage",":"
"2004","North Macedonia","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage",":"
"2004","Albania","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":"
"2004","Albania","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":"
"2004","Albania","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":"
"2004","Albania","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":"
"2004","Albania","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":"
"2004","Albania","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage",":"
"2004","Albania","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage",":"
"2004","Albania","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage",":"
"2004","Albania","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage",":"
"2004","Albania","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage",":"
"2004","Albania","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage",":"
"2004","Albania","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage",":"
"2004","Turkey","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","3.12"
"2004","Turkey","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.55"
"2004","Turkey","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","0.68"
"2004","Turkey","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.87"
"2004","Turkey","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.02"
"2004","Turkey","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","2.94"
"2004","Turkey","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.18"
"2004","Turkey","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage",":"
"2004","Turkey","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage",":"
"2004","Turkey","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage",":"
"2004","Turkey","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.08"
"2004","Turkey","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","4.06"
"2005","Belgium","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","5.92"
"2005","Belgium","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","1.40"
"2005","Belgium","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.55"
"2005","Belgium","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.28"
